"2040";"A. Chávez";"27";"74";"75";"1937";"lijevo";"17";"6.5"
"337";"A. Christensen";"22";"81";"88";"1717";"desno";"91";"21.5"
"2140";"A. Chumacero";"27";"74";"75";"2028";"desno";"9";"6.5"
"2022";"A. Ciciretti";"24";"74";"78";"1785";"lijevo";"44";"7.5"
"313";"A. Consigli";"31";"82";"82";"1180";"desno";"52";"13.5"
"1561";"A. Conti";"24";"75";"79";"1965";"desno";"58";"8.5"
"1787";"A. Cornelius";"25";"75";"79";"1745";"lijevo";"26";"8.5"
"336";"A. Correa";"23";"81";"87";"2047";"desno";"54";"24.5"
"5814";"A. Costa";"33";"69";"69";"1944";"lijevo";"6";"625"
"819";"A. Cragno";"24";"78";"84";"1150";"desno";"21";"10.5"
"1462";"A. Cresswell";"28";"76";"76";"2036";"lijevo";"63";"6"
"12461";"A. Da Cruz";"21";"63";"73";"1605";"desno";"6";"600"
"1834";"A. Danjuma Groeneveld";"21";"75";"84";"1847";"desno";"16";"10.5"
"11228";"A. Deiola";"22";"64";"73";"1707";"desno";"6";"675"
"1484";"A. Delort";"26";"76";"77";"1870";"desno";"30";"9"
"1879";"A. Di Gaudio";"28";"74";"74";"1720";"desno";"39";"5.5"
"139";"A. Di María";"30";"84";"84";"2113";"lijevo";"125";"29.5"
"1541";"A. Diaby";"27";"75";"75";"1914";"lijevo";"14";"7"
"2803";"A. Diakhaby";"21";"73";"78";"1697";"lijevo";"26";"5.5"
"576";"A. Diallo";"22";"79";"86";"1876";"lijevo";"43";"15"
"1156";"A. Diawara";"20";"77";"87";"1932";"desno";"41";"14"
"10652";"A. Díaz";"22";"65";"72";"1647";"desno";"13";"775"
"2750";"A. Donis";"21";"73";"83";"1744";"desno";"21";"6.5"
"9533";"A. Donnarumma";"27";"66";"67";"936";"desno";"15";"500"
"1657";"A. Donnarumma";"27";"75";"75";"1810";"desno";"6";"7"
"345";"A. Doucouré";"25";"81";"85";"2081";"desno";"60";"19.5"
"1050";"A. Dragović";"27";"77";"77";"1869";"desno";"50";"7.5"
"1667";"A. Duncan";"25";"75";"80";"2023";"lijevo";"42";"8.5"
"13743";"A. Edun";"20";"61";"75";"1602";"lijevo";"6";"550"
"1311";"A. Ekdal";"28";"76";"76";"1957";"desno";"34";"7.5"
"2087";"A. El Ghazi";"23";"74";"80";"1834";"desno";"23";"7.5"
"1616";"A. El Khayati";"29";"75";"75";"1914";"desno";"11";"6.5"
"1783";"A. Elis";"22";"75";"82";"1838";"desno";"8";"9.5"
"10668";"A. Erceg";"28";"65";"65";"1563";"desno";"8";"550"
"5943";"A. Erdem";"29";"69";"69";"1740";"lijevo";"11";"800"
"9460";"A. Falatah";"34";"66";"66";"1810";"lijevo";"6";"180"
"11029";"A. Fein";"19";"64";"79";"1662";"desno";"6";"950"
"522";"A. Fernández";"32";"80";"80";"2068";"desno";"20";"11"
"1697";"A. Flint";"28";"75";"76";"1548";"desno";"47";"6"
"259";"A. Florenzi";"27";"82";"83";"2253";"desno";"73";"20.5"
"8612";"A. Forde";"24";"66";"69";"1691";"desno";"8";"825"
"2337";"A. Fulgini";"21";"74";"82";"1955";"desno";"15";"8.5"
"13563";"A. Georgiou";"21";"62";"75";"1599";"lijevo";"9";"575"
"539";"A. Gignac";"32";"80";"80";"1992";"desno";"70";"12"
"577";"A. Golovin";"22";"79";"85";"2107";"desno";"61";"17"
"152";"A. Gómez";"30";"84";"84";"2049";"desno";"53";"30"
"2082";"A. González";"23";"74";"80";"2048";"lijevo";"32";"7.5"
"1347";"A. Gray";"27";"76";"77";"1851";"desno";"53";"9"
"18";"A. Griezmann";"27";"89";"90";"2246";"lijevo";"145";"78"
"307";"A. Guardado";"31";"82";"82";"2146";"lijevo";"35";"19"
"2275";"A. Hack";"24";"74";"78";"1652";"lijevo";"18";"6"
"1618";"A. Haidara";"20";"75";"84";"2012";"desno";"24";"10"
"730";"A. Hakimi";"19";"78";"86";"2024";"desno";"49";"12.5"
"1239";"A. Halilović";"22";"76";"83";"1866";"lijevo";"61";"11"
"8464";"A. Halliday";"26";"67";"68";"1847";"lijevo";"15";"725"
"1855";"A. Hamdallah";"27";"74";"74";"1757";"desno";"35";"6"
"6459";"A. Hammoudan";"26";"68";"68";"1671";"desno";"9";"950"
"559";"A. Harit";"21";"79";"86";"1870";"desno";"27";"18"
"2877";"A. Hunou";"24";"73";"78";"1924";"desno";"21";"5.5"
"1477";"A. Hunt";"31";"76";"76";"1962";"lijevo";"16";"7"
"1809";"A. Hurtado";"31";"75";"75";"1982";"desno";"44";"6"
"4594";"A. Hutton";"33";"70";"70";"1844";"desno";"10";"675"
"1505";"A. Ibargüen";"26";"75";"76";"1786";"desno";"56";"8"
"2009";"A. Ioniţă";"27";"74";"74";"2036";"desno";"27";"6"
"789";"A. Iwobi";"22";"78";"84";"1739";"desno";"81";"14"
"1330";"A. Izzo";"26";"76";"81";"1603";"desno";"36";"8.5"
"9871";"A. Jaakkola";"31";"65";"65";"1161";"desno";"6";"325"
"963";"A. Jahanbakhsh";"24";"77";"80";"1945";"desno";"41";"11.5"
"808";"A. Januzaj";"23";"78";"84";"1826";"lijevo";"29";"14"
"7358";"A. Jovanović";"25";"68";"72";"906";"desno";"6";"825"
"8102";"A. Judge";"29";"67";"67";"1755";"desno";"16";"750"
"7540";"A. Jung";"26";"67";"68";"1857";"lijevo";"8";"725"
"7401";"A. Kačaniklić";"26";"68";"68";"1713";"lijevo";"10";"950"
"2007";"A. Katai";"27";"74";"74";"1915";"desno";"9";"6"
"1400";"A. Knockaert";"26";"76";"76";"1981";"lijevo";"44";"8.5"
"292";"A. Kolarov";"32";"82";"82";"2230";"lijevo";"73";"12.5"
"241";"A. Kramarić";"27";"82";"83";"2013";"desno";"54";"26"
"88";"A. Lacazette";"27";"85";"86";"2060";"desno";"180";"45"
"734";"A. Lafont";"19";"78";"90";"1200";"desno";"12";"14"
"515";"A. Lallana";"30";"80";"80";"2086";"desno";"110";"13.5"
"114";"A. Laporte";"24";"84";"88";"1912";"lijevo";"135";"34"
"7789";"A. Lazaar";"26";"67";"68";"1811";"lijevo";"13";"725"
"11754";"A. Legzdins";"31";"64";"64";"1072";"desno";"8";"270"
"1453";"A. Lennon";"31";"76";"76";"1904";"desno";"48";"7"
"1777";"A. Limbombe";"23";"75";"79";"1960";"desno";"21";"8.5"
"6930";"A. Lindegaard";"34";"68";"68";"1204";"desno";"14";"375"
"496";"A. Ljajić";"26";"80";"81";"1933";"desno";"52";"17.5"
"9755";"A. Lonergan";"34";"65";"65";"1048";"lijevo";"9";"220"
"2968";"A. Lookman";"20";"73";"85";"1761";"desno";"46";"7"
"127";"A. Lopes";"27";"84";"86";"1355";"lijevo";"72";"25"
"14002";"A. López";"21";"61";"71";"1590";"lijevo";"8";"400"
"2250";"A. Lozano";"25";"74";"79";"1772";"desno";"26";"7.5"
"11353";"A. Madu";"24";"64";"71";"1341";"lijevo";"6";"550"
"2528";"A. Maier";"19";"73";"86";"1781";"desno";"10";"7.5"
"635";"A. Mandi";"26";"79";"82";"1942";"desno";"26";"13"
"1053";"A. Marchesín";"30";"77";"77";"1306";"desno";"43";"5.5"
"117";"A. Martial";"22";"84";"90";"2064";"desno";"165";"42.5"
"1771";"A. Martín Arias";"25";"75";"80";"1204";"desno";"11";"6.5"
"759";"A. Marušić";"25";"78";"79";"2088";"desno";"46";"12.5"
"707";"A. Masiello";"32";"79";"79";"1727";"desno";"30";"7"
"2122";"A. Masina";"24";"74";"79";"1778";"lijevo";"33";"6.5"
"9256";"A. Matějů";"22";"66";"73";"1731";"desno";"10";"750"
"1663";"A. Mawson";"24";"75";"84";"1586";"desno";"38";"9"
"1058";"A. McCarthy";"28";"77";"78";"1230";"desno";"37";"7"
"1578";"A. McGregor";"36";"75";"75";"1258";"desno";"22";"900"
"1355";"A. Mehmedi";"27";"76";"76";"1958";"desno";"40";"8"
"8076";"A. Mendoza";"24";"67";"71";"1877";"lijevo";"6";"825"
"1549";"A. Meret";"21";"75";"89";"1161";"lijevo";"24";"12"
"1810";"A. Mierzejewski";"31";"75";"75";"1973";"lijevo";"12";"6"
"351";"A. Milik";"24";"81";"88";"1937";"lijevo";"71";"25.5"
"548";"A. Mirante";"34";"80";"80";"1199";"desno";"51";"6"
"1088";"A. Mitrović";"23";"77";"82";"1758";"desno";"52";"12"
"1884";"A. Morelos";"22";"74";"84";"1810";"desno";"41";"9"
"1540";"A. Musa";"25";"75";"77";"1857";"desno";"36";"8.5"
"1232";"A. Nagy";"23";"76";"83";"1981";"desno";"24";"9.5"
"1434";"A. Ndiaye Diedhiou";"21";"76";"85";"1924";"desno";"17";"12"
"7901";"A. Ngamukol";"30";"67";"67";"1654";"desno";"7";"725"
"7114";"A. Niz";"30";"68";"68";"1561";"desno";"6";"675"
"6678";"A. Nuhiu";"28";"68";"68";"1657";"desno";"13";"925"
"946";"A. Ogbonna";"30";"77";"77";"1693";"lijevo";"65";"6.5"
"427";"A. Onana";"22";"80";"85";"1369";"desno";"14";"14.5"
"10658";"A. ONeill";"19";"65";"77";"1781";"desno";"6";"925"
"8216";"A. Oumarou";"31";"67";"67";"1725";"desno";"8";"675"
"2554";"A. Ounas";"21";"73";"82";"1847";"lijevo";"35";"6"
"481";"A. Oxlade-Chamberlain";"24";"80";"85";"2125";"desno";"94";"19.5"
"11914";"A. Palazzi";"22";"63";"70";"1697";"desno";"9";"500"
"1331";"A. Paloschi";"28";"76";"76";"1818";"desno";"17";"8"
"10918";"A. Parmak";"23";"64";"70";"1594";"desno";"6";"625"
"5836";"A. Parot";"28";"69";"69";"1813";"lijevo";"8";"825"
"2901";"A. Peñaranda";"21";"73";"81";"1819";"desno";"32";"6"
"1408";"A. Petagna";"23";"76";"81";"1727";"lijevo";"25";"10.5"
"7235";"A. Pilkington";"30";"68";"68";"1797";"desno";"19";"875"
"11066";"A. Pinamonti";"19";"64";"80";"1464";"desno";"6";"975"
"348";"A. Plea";"25";"81";"83";"2054";"desno";"40";"22"
"1000";"A. Poli";"28";"77";"77";"2040";"desno";"34";"9"
"1933";"A. Pritchard";"25";"74";"78";"1845";"desno";"37";"7.5"
"2203";"A. Pulido";"27";"74";"75";"1854";"desno";"35";"6.5"
"7167";"A. Puljić";"30";"68";"68";"1545";"desno";"9";"675"
"169";"A. Rabiot";"23";"83";"87";"2184";"lijevo";"91";"33"
"2370";"A. Ragusa";"28";"74";"74";"1868";"desno";"46";"5.5"
"301";"A. Rami";"32";"82";"82";"1793";"desno";"57";"12.5"
"290";"A. Ramsey";"27";"82";"83";"2110";"desno";"130";"25"
"1425";"A. Ranocchia";"30";"76";"76";"1559";"desno";"47";"5.5"
"585";"A. Rebić";"24";"79";"82";"1987";"desno";"39";"16"
"5515";"A. Richards";"27";"69";"69";"1740";"desno";"19";"875"
"155";"A. Robben";"34";"84";"84";"2044";"lijevo";"110";"15.5"
"242";"A. Robertson";"24";"82";"87";"2023";"lijevo";"98";"24.5"
"10838";"A. Rodríguez";"25";"64";"69";"1695";"desno";"11";"600"
"249";"A. Romagnoli";"23";"82";"89";"1750";"lijevo";"84";"26.5"
"5636";"A. Rosati";"35";"69";"69";"1045";"desno";"9";"250"
"2289";"A. Rossi";"22";"74";"82";"1163";"desno";"12";"6"
"258";"A. Rüdiger";"25";"82";"84";"1843";"desno";"110";"22.5"
"1324";"A. Ruiz";"24";"76";"79";"1935";"lijevo";"13";"10"
"10465";"A. Sabiri";"21";"65";"76";"1681";"desno";"8";"925"
"3677";"A. Saelemaekers";"19";"72";"84";"1899";"desno";"7";"5.5"
"589";"A. Saint-Maximin";"21";"79";"86";"1823";"desno";"31";"18"
"1361";"A. Samaris";"29";"76";"76";"1991";"desno";"12";"6"
"586";"A. Sanabria";"22";"79";"85";"1894";"desno";"27";"17.5"
"94";"A. Sánchez";"29";"85";"85";"2172";"desno";"215";"37.5"
"7126";"A. Santurro";"26";"68";"72";"1133";"desno";"9";"800"
"7516";"A. Saroka";"26";"67";"70";"1493";"desno";"6";"975"
"8978";"A. Schetino";"24";"66";"73";"1636";"desno";"11";"775"
"1192";"A. Schöpf";"24";"77";"82";"1974";"desno";"27";"12"
"1021";"A. Schürrle";"27";"77";"77";"2029";"desno";"47";"9.5"
"937";"A. Schwolow";"26";"77";"78";"1117";"desno";"19";"7"
"1833";"A. Silva";"28";"75";"75";"2063";"desno";"10";"6.5"
"7146";"A. Skúlason";"31";"68";"68";"1929";"lijevo";"6";"575"
"1444";"A. Smith";"27";"76";"76";"1943";"desno";"51";"6.5"
"2200";"A. Soumaoro";"26";"74";"79";"1627";"desno";"24";"6"
"1483";"A. Souquet";"26";"76";"77";"1927";"desno";"19";"7.5"
"9907";"A. Stolz";"34";"65";"65";"1094";"desno";"6";"220"
"1795";"A. Surman";"31";"75";"75";"1938";"lijevo";"53";"5.5"
"1081";"A. Szymanowski";"29";"77";"77";"1910";"lijevo";"31";"8.5"
"8997";"A. Sørensen";"22";"66";"75";"1511";"desno";"8";"850"
"2378";"A. Tameze";"24";"74";"80";"1898";"desno";"21";"6.5"
"1654";"A. Thomasson";"24";"75";"77";"1973";"desno";"16";"8"
"1222";"A. Touré";"24";"76";"79";"1719";"desno";"20";"8"
"1916";"A. Touré";"22";"74";"79";"1818";"desno";"38";"6.5"
"6373";"A. Traoré";"28";"69";"69";"1832";"lijevo";"7";"825"
"829";"A. Trebel";"27";"78";"79";"2106";"lijevo";"23";"11.5"
"1045";"A. Turan";"31";"77";"77";"2094";"desno";"120";"7.5"
"4281";"A. Turan";"34";"71";"71";"1543";"desno";"11";"725"
"5401";"A. Tziolis";"33";"70";"70";"1756";"desno";"11";"725"
"400";"A. Valencia";"32";"81";"81";"2142";"desno";"120";"10"
"97";"A. Vidal";"31";"85";"85";"2230";"desno";"205";"26"
"7178";"A. Vršajevič";"32";"68";"68";"1876";"desno";"7";"500"
"1988";"A. Wakaso";"26";"74";"76";"1855";"desno";"9";"5.5"
"3143";"A. Walke";"35";"72";"72";"1167";"desno";"12";"725"
"2371";"A. Wan-Bissaka";"20";"74";"84";"1834";"desno";"28";"8"
"1559";"A. Westwood";"28";"75";"75";"1960";"desno";"48";"6.5"
"4449";"A. Wilkinson";"33";"71";"71";"1649";"desno";"6";"950"
"144";"A. Witsel";"29";"84";"84";"2200";"desno";"77";"24"
"486";"A. Yarmolenko";"28";"80";"80";"2022";"lijevo";"92";"15"
"1645";"A. Younes";"24";"75";"76";"1820";"desno";"47";"8"
"717";"A. Young";"32";"79";"79";"2120";"desno";"110";"7"
"2208";"A. Zambo Anguissa";"22";"74";"82";"1928";"desno";"35";"7"
"980";"A. Živković";"21";"77";"84";"1988";"lijevo";"11";"12.5"
"899";"Aarón Martín";"21";"77";"85";"1831";"lijevo";"18";"11"
"1754";"Adama";"22";"75";"85";"1772";"desno";"54";"10.5"
"213";"Adán";"31";"83";"83";"1299";"lijevo";"55";"15.5"
"6983";"Adão Morrinhos";"26";"68";"68";"1650";"desno";"12";"975"
"6832";"Adão Salvadaldo";"34";"68";"68";"1664";"lijevo";"7";"475"
"1478";"Aday Benítez";"30";"76";"76";"1867";"desno";"26";"5.5"
"1504";"Adilson Edrada";"26";"75";"75";"1838";"desno";"18";"7"
"1185";"Adrián";"30";"77";"77";"1827";"desno";"16";"8.5"
"6542";"Adrián Maideira";"34";"68";"68";"1753";"lijevo";"6";"450"
"685";"Adrien Silva";"29";"79";"79";"2083";"desno";"75";"12"
"317";"Aduriz";"37";"82";"82";"1973";"desno";"29";"8"
"6075";"Aguilera";"32";"69";"69";"1780";"desno";"10";"600"
"2360";"Ailton";"23";"74";"79";"1990";"lijevo";"22";"6.5"
"6066";"Ailton Cardenhas";"30";"69";"69";"965";"desno";"7";"675"
"1413";"Alan Carvalho";"28";"76";"76";"1894";"desno";"21";"8"
"1235";"Alan Kardec";"29";"76";"76";"1830";"desno";"13";"7.5"
"1194";"Alberto Moreno";"25";"77";"79";"2029";"lijevo";"76";"9"
"1191";"Aleix Vidal";"28";"77";"77";"2049";"desno";"17";"7"
"3469";"Aleñá";"20";"72";"85";"1884";"lijevo";"58";"6"
"3160";"Alessinito";"34";"72";"72";"1830";"desno";"14";"950"
"1463";"Alex Berenguer";"22";"76";"81";"1999";"desno";"34";"10.5"
"8053";"Alex Doneiro";"30";"67";"67";"1716";"lijevo";"11";"725"
"2290";"Álex Moreno";"25";"74";"79";"1968";"lijevo";"15";"6"
"956";"Álex Remiro";"23";"77";"83";"1191";"desno";"15";"9"
"65";"Alex Sandro";"27";"86";"86";"2198";"lijevo";"160";"36.5"
"675";"Alex Teixeira";"28";"79";"79";"2039";"desno";"30";"13"
"113";"Alex Telles";"25";"84";"87";"2259";"lijevo";"22";"32"
"518";"Alexandre Pato";"28";"80";"80";"1944";"desno";"35";"15.5"
"1282";"Alexo Baia";"30";"76";"76";"1920";"desno";"25";"5.5"
"1233";"Alfa Semedo";"20";"76";"85";"1920";"desno";"8";"10.5"
"82";"Alisson";"25";"85";"90";"1320";"desno";"115";"36.5"
"191";"Allan";"27";"83";"83";"2157";"desno";"87";"26.5"
"5769";"Alson Botelho";"30";"69";"69";"1694";"desno";"14";"775"
"10640";"Álvaro";"20";"65";"77";"1040";"lijevo";"7";"775"
"833";"Álvaro";"28";"78";"79";"1765";"desno";"32";"9.5"
"2114";"Álvaro García";"25";"74";"75";"1776";"lijevo";"17";"6.5"
"2064";"Álvaro Jiménez";"23";"74";"81";"1819";"desno";"17";"8"
"375";"Ander Herrera";"28";"81";"81";"2170";"desno";"140";"17.5"
"167";"Anderson Talisca";"24";"83";"90";"2142";"lijevo";"18";"36.5"
"1486";"Andeson Trigo";"30";"76";"76";"2105";"lijevo";"25";"5.5"
"488";"André Almeida";"27";"80";"80";"2024";"desno";"15";"12"
"1142";"André André";"28";"77";"77";"2078";"desno";"13";"9"
"445";"André Gomes";"24";"80";"85";"2065";"desno";"130";"19.5"
"1981";"André Horta";"21";"74";"82";"1994";"desno";"6";"8"
"4277";"André Milazisco";"34";"71";"71";"1090";"lijevo";"7";"950"
"975";"André Pinto";"28";"77";"77";"1500";"desno";"14";"7"
"1536";"André Ramalho";"26";"75";"77";"1895";"desno";"30";"6.5"
"569";"André Silva";"22";"79";"87";"1957";"desno";"84";"19"
"1904";"André Sousa";"27";"74";"74";"1970";"lijevo";"7";"6"
"807";"Andreas Pereira";"22";"78";"84";"2100";"desno";"91";"14"
"698";"Ángel";"31";"79";"79";"1854";"desno";"31";"11.5"
"1173";"Angeliño";"21";"77";"83";"2131";"lijevo";"11";"10.5"
"566";"Antônio Chiamuloira";"30";"79";"79";"1813";"lijevo";"30";"9.5"
"519";"Antunes";"31";"80";"80";"2149";"lijevo";"27";"9.5"
"2161";"Arana";"21";"74";"82";"1949";"lijevo";"10";"7"
"841";"Arbilla";"31";"78";"78";"1996";"desno";"23";"7"
"1457";"Aritz Elustondo";"24";"76";"80";"1720";"desno";"21";"8.5"
"229";"Arthur";"21";"82";"90";"2120";"desno";"125";"32.5"
"7027";"Arthur Silbeira";"34";"68";"68";"1660";"desno";"8";"475"
"9477";"Arturo Molina";"22";"66";"74";"1744";"desno";"6";"950"
"7244";"Ataúlfo Anjos";"26";"68";"68";"1871";"desno";"6";"750"
"1256";"Ayoze Pérez";"24";"76";"81";"1911";"desno";"42";"10.5"
"70";"Azpilicueta";"28";"86";"86";"2114";"desno";"175";"35"
"14459";"B. Adekanye";"19";"60";"80";"1513";"lijevo";"7";"450"
"9309";"B. Akintola";"22";"66";"74";"1656";"desno";"6";"950"
"1813";"B. Alemán";"28";"75";"75";"2047";"lijevo";"29";"6.5"
"2532";"B. Alıcı";"21";"73";"80";"1758";"desno";"33";"5.5"
"1153";"B. André";"27";"77";"77";"2063";"desno";"32";"9"
"6692";"B. Başdaş";"28";"68";"68";"1469";"desno";"6";"725"
"5925";"B. Beckeles";"32";"69";"69";"1752";"desno";"6";"575"
"2026";"B. Bereszyński";"25";"74";"77";"1928";"desno";"25";"6"
"995";"B. Bourigeaud";"24";"77";"81";"2049";"desno";"28";"11.5"
"2413";"B. Cesar";"35";"73";"73";"1387";"lijevo";"9";"950"
"742";"B. Chilwell";"21";"78";"85";"1976";"lijevo";"43";"12.5"
"863";"B. Costil";"30";"78";"78";"1151";"desno";"32";"6.5"
"809";"B. Cristante";"23";"78";"86";"1944";"desno";"26";"15"
"1860";"B. Dabo";"26";"74";"77";"2025";"desno";"43";"7"
"2175";"B. Dack";"24";"74";"78";"1976";"desno";"32";"7.5"
"349";"B. Davies";"25";"81";"84";"2035";"lijevo";"87";"18.5"
"5805";"B. Dja Djédjé";"27";"69";"70";"1843";"desno";"9";"975"
"7600";"B. Djimsiti";"25";"67";"74";"1510";"desno";"8";"900"
"205";"B. Dost";"29";"83";"83";"1793";"desno";"26";"26"
"1845";"B. Douglas";"28";"75";"75";"2040";"lijevo";"38";"5.5"
"1144";"B. Džemaili";"32";"77";"77";"2087";"desno";"33";"6.5"
"1422";"B. Embolo";"21";"76";"86";"1849";"desno";"24";"12.5"
"9058";"B. Emir";"30";"66";"66";"1707";"lijevo";"7";"475"
"1641";"B. Engels";"23";"75";"82";"1666";"desno";"14";"8"
"1076";"B. Espinosa";"28";"77";"77";"1684";"desno";"29";"7"
"2420";"B. Fernández";"23";"73";"80";"1846";"desno";"11";"5.5"
"1264";"B. Fornaroli";"30";"76";"76";"1939";"desno";"15";"7.5"
"8248";"B. Galloway";"22";"67";"72";"1628";"lijevo";"20";"850"
"14995";"B. Garré";"17";"60";"78";"1518";"lijevo";"7";"400"
"2314";"B. Gibson";"25";"74";"80";"1518";"lijevo";"37";"6.5"
"14388";"B. Gilmour";"17";"61";"84";"1613";"desno";"7";"550"
"13457";"B. Gladwin";"26";"62";"64";"1707";"desno";"7";"350"
"405";"B. Gomis";"32";"81";"81";"1891";"desno";"56";"14"
"7539";"B. Hamer";"30";"67";"67";"1131";"desno";"11";"500"
"672";"B. Hübner";"28";"79";"79";"1659";"lijevo";"39";"10"
"1575";"B. Jones";"36";"75";"75";"1171";"lijevo";"17";"900"
"8419";"B. Jones";"31";"67";"67";"1802";"desno";"10";"500"
"6635";"B. Jović";"27";"68";"68";"1735";"desno";"7";"750"
"3561";"B. Kamara";"18";"72";"88";"1759";"desno";"11";"6"
"6078";"B. Kısa";"35";"69";"69";"1820";"lijevo";"6";"450"
"8333";"B. Kopplin";"29";"67";"67";"1751";"desno";"9";"575"
"6637";"B. Kumordzi";"33";"68";"68";"1793";"desno";"6";"375"
"1967";"B. Kuwas";"25";"74";"75";"1821";"lijevo";"9";"6.5"
"6625";"B. Lambot";"31";"68";"68";"1682";"desno";"6";"600"
"360";"B. Lecomte";"27";"81";"84";"1114";"lijevo";"27";"15"
"132";"B. Leno";"26";"84";"87";"1278";"desno";"115";"27"
"2517";"B. Lozano";"24";"73";"78";"1833";"desno";"15";"5.5"
"2112";"B. Martins Indi";"26";"74";"77";"1669";"lijevo";"34";"6"
"104";"B. Matuidi";"31";"85";"85";"2196";"lijevo";"145";"26"
"1820";"B. Mechele";"25";"75";"79";"1607";"desno";"19";"7"
"668";"B. Mee";"28";"79";"79";"1799";"lijevo";"58";"10"
"353";"B. Mendy";"23";"81";"86";"2038";"lijevo";"105";"20"
"2373";"B. Mensah";"23";"74";"81";"1899";"desno";"33";"8"
"896";"B. Moukandjo";"29";"77";"77";"1916";"desno";"25";"9"
"4762";"B. Myhill";"35";"70";"70";"1181";"desno";"9";"425"
"5792";"B. Nehrig";"31";"69";"69";"1857";"desno";"8";"700"
"1986";"B. Nuytinck";"28";"74";"76";"1545";"lijevo";"22";"5.5"
"1148";"B. Oczipka";"29";"77";"77";"2016";"lijevo";"30";"6.5"
